"","terms","count","probability"
"843","leaders",11,0.000181992654114688
"844","learned",11,0.000181992654114688
"845","learning",11,0.000181992654114688
"846","lines",11,0.000181992654114688
"847","listening",11,0.000181992654114688
"848","lives",11,0.000181992654114688
"849","majority",11,0.000181992654114688
"850","martin",11,0.000181992654114688
"851","mean",11,0.000181992654114688
"852","meant",11,0.000181992654114688
"853","moment",11,0.000181992654114688
"854","moving",11,0.000181992654114688
"855","period",11,0.000181992654114688
"856","picture",11,0.000181992654114688
"857","places",11,0.000181992654114688
"858","poor",11,0.000181992654114688
"859","posts",11,0.000181992654114688
"860","practice",11,0.000181992654114688
"861","prices",11,0.000181992654114688
"862","quickly",11,0.000181992654114688
"863","record",11,0.000181992654114688
"864","request",11,0.000181992654114688
"865","round",11,0.000181992654114688
"866","santelena",11,0.000181992654114688
"867","score",11,0.000181992654114688
"868","screen",11,0.000181992654114688
"869","seemed",11,0.000181992654114688
"870","senate",11,0.000181992654114688
"871","senior",11,0.000181992654114688
"872","shes",11,0.000181992654114688
"873","sit",11,0.000181992654114688
"874","site",11,0.000181992654114688
"875","sorry",11,0.000181992654114688
"876","success",11,0.000181992654114688
"877","takes",11,0.000181992654114688
"878","teach",11,0.000181992654114688
"879","tom",11,0.000181992654114688
"880","track",11,0.000181992654114688
"881","trip",11,0.000181992654114688
"882","view",11,0.000181992654114688
"883","wanna",11,0.000181992654114688
"884","whatever",11,0.000181992654114688
"885","wonder",11,0.000181992654114688
"886","wont",11,0.000181992654114688
"887","workers",11,0.000181992654114688
"888","written",11,0.000181992654114688
"889","younger",11,0.000181992654114688
"890","academic",10,0.00016544786737699
"891","announced",10,0.00016544786737699
"892","aware",10,0.00016544786737699
"893","base",10,0.00016544786737699
"894","basketball",10,0.00016544786737699
"895","begins",10,0.00016544786737699
"896","billion",10,0.00016544786737699
"897","bills",10,0.00016544786737699
"898","blood",10,0.00016544786737699
"899","brain",10,0.00016544786737699
"900","britain",10,0.00016544786737699
"901","businesses",10,0.00016544786737699
"902","busy",10,0.00016544786737699
"903","calling",10,0.00016544786737699
"904","cards",10,0.00016544786737699
"905","cases",10,0.00016544786737699
"906","condition",10,0.00016544786737699
"907","cover",10,0.00016544786737699
"908","covered",10,0.00016544786737699
"909","daily",10,0.00016544786737699
"910","defense",10,0.00016544786737699
"911","difficult",10,0.00016544786737699
"912","discussion",10,0.00016544786737699
"913","dreams",10,0.00016544786737699
"914","drug",10,0.00016544786737699
"915","dry",10,0.00016544786737699
"916","easier",10,0.00016544786737699
"917","famous",10,0.00016544786737699
"918","feels",10,0.00016544786737699
"919","fine",10,0.00016544786737699
"920","finish",10,0.00016544786737699
"921","foot",10,0.00016544786737699
"922","football",10,0.00016544786737699
"923","forget",10,0.00016544786737699
"924","form",10,0.00016544786737699
"925","fourth",10,0.00016544786737699
"926","goal",10,0.00016544786737699
"927","governor",10,0.00016544786737699
"928","grow",10,0.00016544786737699
"929","hate",10,0.00016544786737699
"930","hearing",10,0.00016544786737699
"931","hill",10,0.00016544786737699
"932","horse",10,0.00016544786737699
"933","increase",10,0.00016544786737699
"934","industry",10,0.00016544786737699
"935","join",10,0.00016544786737699
"936","july",10,0.00016544786737699
"937","keeping",10,0.00016544786737699
"938","kick",10,0.00016544786737699
"939","leaves",10,0.00016544786737699
"940","link",10,0.00016544786737699
"941","lord",10,0.00016544786737699
"942","loves",10,0.00016544786737699
"943","low",10,0.00016544786737699
"944","lucky",10,0.00016544786737699
"945","main",10,0.00016544786737699
"946","management",10,0.00016544786737699
"947","michael",10,0.00016544786737699
"948","miles",10,0.00016544786737699
"949","mine",10,0.00016544786737699
"950","missouri",10,0.00016544786737699
"951","modern",10,0.00016544786737699
"952","nation",10,0.00016544786737699
"953","original",10,0.00016544786737699
"954","particularly",10,0.00016544786737699
"955","personal",10,0.00016544786737699
"956","pink",10,0.00016544786737699
"957","present",10,0.00016544786737699
"958","process",10,0.00016544786737699
"959","property",10,0.00016544786737699
"960","provide",10,0.00016544786737699
"961","quarter",10,0.00016544786737699
"962","raised",10,0.00016544786737699
"963","safe",10,0.00016544786737699
"964","scott",10,0.00016544786737699
"965","seek",10,0.00016544786737699
"966","seem",10,0.00016544786737699
"967","seven",10,0.00016544786737699
"968","similar",10,0.00016544786737699
"969","simple",10,0.00016544786737699
"970","situation",10,0.00016544786737699
"971","society",10,0.00016544786737699
"972","spot",10,0.00016544786737699
"973","starts",10,0.00016544786737699
"974","streets",10,0.00016544786737699
"975","strong",10,0.00016544786737699
"976","taste",10,0.00016544786737699
"977","thoughts",10,0.00016544786737699
"978","total",10,0.00016544786737699
"979","trust",10,0.00016544786737699
"980","turned",10,0.00016544786737699
"981","turning",10,0.00016544786737699
"982","understanding",10,0.00016544786737699
"983","wear",10,0.00016544786737699
"984","worth",10,0.00016544786737699
"985","accused",9,0.000148903080639291
"986","amount",9,0.000148903080639291
"987","anger",9,0.000148903080639291
"988","annual",9,0.000148903080639291
"989","anymore",9,0.000148903080639291
"990","apparently",9,0.000148903080639291
"991","apple",9,0.000148903080639291
"992","attorney",9,0.000148903080639291
"993","bathroom",9,0.000148903080639291
"994","bay",9,0.000148903080639291
"995","blue",9,0.000148903080639291
"996","born",9,0.000148903080639291
"997","british",9,0.000148903080639291
"998","build",9,0.000148903080639291
"999","bunch",9,0.000148903080639291
"1000","cancer",9,0.000148903080639291
"1001","carefully",9,0.000148903080639291
"1002","cause",9,0.000148903080639291
"1003","charles",9,0.000148903080639291
"1004","cheese",9,0.000148903080639291
"1005","chief",9,0.000148903080639291
"1006","clearly",9,0.000148903080639291
"1007","committee",9,0.000148903080639291
"1008","common",9,0.000148903080639291
"1009","completely",9,0.000148903080639291
"1010","content",9,0.000148903080639291
"1011","contest",9,0.000148903080639291
"1012","continue",9,0.000148903080639291
"1013","cooking",9,0.000148903080639291
"1014","credit",9,0.000148903080639291
"1015","critical",9,0.000148903080639291
"1016","dad",9,0.000148903080639291
"1017","dan",9,0.000148903080639291
"1018","debt",9,0.000148903080639291
"1019","decision",9,0.000148903080639291
"1020","describe",9,0.000148903080639291
"1021","drink",9,0.000148903080639291
"1022","drive",9,0.000148903080639291
"1023","driving",9,0.000148903080639291
"1024","evening",9,0.000148903080639291
"1025","eventually",9,0.000148903080639291
"1026","exactly",9,0.000148903080639291
"1027","extra",9,0.000148903080639291
"1028","eyes",9,0.000148903080639291
"1029","features",9,0.000148903080639291
"1030","filed",9,0.000148903080639291
"1031","finding",9,0.000148903080639291
"1032","focus",9,0.000148903080639291
"1033","freedom",9,0.000148903080639291
"1034","gear",9,0.000148903080639291
"1035","george",9,0.000148903080639291
"1036","google",9,0.000148903080639291
"1037","gorgeous",9,0.000148903080639291
"1038","guide",9,0.000148903080639291
"1039","happens",9,0.000148903080639291
"1040","helped",9,0.000148903080639291
"1041","hoping",9,0.000148903080639291
"1042","internet",9,0.000148903080639291
"1043","joe",9,0.000148903080639291
"1044","leader",9,0.000148903080639291
"1045","limited",9,0.000148903080639291
"1046","lived",9,0.000148903080639291
"1047","lunch",9,0.000148903080639291
"1048","meeting",9,0.000148903080639291
"1049","member",9,0.000148903080639291
"1050","military",9,0.000148903080639291
"1051","missed",9,0.000148903080639291
"1052","mix",9,0.000148903080639291
"1053","names",9,0.000148903080639291
"1054","near",9,0.000148903080639291
"1055","nine",9,0.000148903080639291
"1056","november",9,0.000148903080639291
"1057","oil",9,0.000148903080639291
"1058","opportunity",9,0.000148903080639291
"1059","orange",9,0.000148903080639291
"1060","pace",9,0.000148903080639291
"1061","partner",9,0.000148903080639291
"1062","passed",9,0.000148903080639291
"1063","photos",9,0.000148903080639291
"1064","possible",9,0.000148903080639291
"1065","problems",9,0.000148903080639291
"1066","putting",9,0.000148903080639291
"1067","ran",9,0.000148903080639291
"1068","relationship",9,0.000148903080639291
"1069","released",9,0.000148903080639291
"1070","result",9,0.000148903080639291
"1071","river",9,0.000148903080639291
"1072","rose",9,0.000148903080639291
"1073","sat",9,0.000148903080639291
"1074","sauce",9,0.000148903080639291
"1075","sees",9,0.000148903080639291
"1076","served",9,0.000148903080639291
"1077","session",9,0.000148903080639291
"1078","sort",9,0.000148903080639291
"1079","source",9,0.000148903080639291
"1080","speech",9,0.000148903080639291
"1081","spring",9,0.000148903080639291
"1082","stopped",9,0.000148903080639291
"1083","talking",9,0.000148903080639291
"1084","ten",9,0.000148903080639291
"1085","totally",9,0.000148903080639291
"1086","tour",9,0.000148903080639291
"1087","towards",9,0.000148903080639291
"1088","van",9,0.000148903080639291
"1089","ways",9,0.000148903080639291
"1090","williams",9,0.000148903080639291
"1091","worry",9,0.000148903080639291
"1092","yay",9,0.000148903080639291
"1093","yourself",9,0.000148903080639291
"1094","ads",8,0.000132358293901592
"1095","afraid",8,0.000132358293901592
"1096","agreed",8,0.000132358293901592
"1097","angeles",8,0.000132358293901592
"1098","anyway",8,0.000132358293901592
"1099","artist",8,0.000132358293901592
"1100","aside",8,0.000132358293901592
"1101","authorities",8,0.000132358293901592
"1102","award",8,0.000132358293901592
"1103","bed",8,0.000132358293901592
"1104","biggest",8,0.000132358293901592
"1105","bowl",8,0.000132358293901592
"1106","broken",8,0.000132358293901592
"1107","budget",8,0.000132358293901592
"1108","camera",8,0.000132358293901592
"1109","cannot",8,0.000132358293901592
"1110","changed",8,0.000132358293901592
"1111","characters",8,0.000132358293901592
"1112","china",8,0.000132358293901592
"1113","christ",8,0.000132358293901592
"1114","classes",8,0.000132358293901592
"1115","closed",8,0.000132358293901592
"1116","club",8,0.000132358293901592
"1117","coaches",8,0.000132358293901592
"1118","complete",8,0.000132358293901592
"1119","contract",8,0.000132358293901592
"1120","cook",8,0.000132358293901592
"1121","corner",8,0.000132358293901592
"1122","created",8,0.000132358293901592
"1123","creating",8,0.000132358293901592
"1124","date",8,0.000132358293901592
"1125","democratic",8,0.000132358293901592
"1126","develop",8,0.000132358293901592
"1127","difference",8,0.000132358293901592
"1128","doesn",8,0.000132358293901592
"1129","dog",8,0.000132358293901592
"1130","door",8,0.000132358293901592
"1131","dozen",8,0.000132358293901592
"1132","draw",8,0.000132358293901592
"1133","dream",8,0.000132358293901592
"1134","drop",8,0.000132358293901592
"1135","ends",8,0.000132358293901592
"1136","episode",8,0.000132358293901592
"1137","era",8,0.000132358293901592
"1138","example",8,0.000132358293901592
"1139","excellent",8,0.000132358293901592
"1140","expect",8,0.000132358293901592
"1141","expecting",8,0.000132358293901592
"1142","facebook",8,0.000132358293901592
"1143","farm",8,0.000132358293901592
"1144","feelings",8,0.000132358293901592
"1145","festival",8,0.000132358293901592
"1146","fit",8,0.000132358293901592
"1147","followed",8,0.000132358293901592
"1148","fully",8,0.000132358293901592
"1149","garden",8,0.000132358293901592
"1150","gym",8,0.000132358293901592
"1151","headed",8,0.000132358293901592
"1152","heavily",8,0.000132358293901592
"1153","honor",8,0.000132358293901592
"1154","host",8,0.000132358293901592
"1155","ideas",8,0.000132358293901592
"1156","imagine",8,0.000132358293901592
"1157","incredibly",8,0.000132358293901592
"1158","interest",8,0.000132358293901592
"1159","investment",8,0.000132358293901592
"1160","jack",8,0.000132358293901592
"1161","jail",8,0.000132358293901592
"1162","january",8,0.000132358293901592
"1163","japan",8,0.000132358293901592
"1164","king",8,0.000132358293901592
"1165","kitchen",8,0.000132358293901592
"1166","lack",8,0.000132358293901592
"1167","land",8,0.000132358293901592
"1168","listen",8,0.000132358293901592
"1169","los",8,0.000132358293901592
"1170","lovely",8,0.000132358293901592
"1171","lying",8,0.000132358293901592
"1172","mad",8,0.000132358293901592
"1173","married",8,0.000132358293901592
"1174","match",8,0.000132358293901592
"1175","medium",8,0.000132358293901592
"1176","mess",8,0.000132358293901592
"1177","message",8,0.000132358293901592
"1178","metal",8,0.000132358293901592
